Lista de indices Diarios da TaxaSelic;20060102;20180329;
Data;Taxa (%a.a.);Fator diário;Base de cálculo (R$);Média;Mediana;Moda;Desvio padrão;Índice de curtose;
26/11/2012;7,14;1,00027371;255.124.441.455,82;7,14;7,14;7,14;0,02;446,82;
27/11/2012;7,14;1,00027371;261.070.955.752,33;7,13;7,14;7,14;0,04;407,29;
28/11/2012;7,14;1,00027371;265.966.229.928,88;7,14;7,14;7,14;0,04;275,80;
29/11/2012;7,14;1,00027371;383.987.049.727,34;7,14;7,14;7,14;0,03;547,83;
30/11/2012;7,14;1,00027371;393.706.837.446,94;7,14;7,14;7,14;0,02;792,89;
03/12/2012;7,14;1,00027371;400.586.927.136,65;7,14;7,14;7,14;0,02;823,63;
04/12/2012;7,14;1,00027371;393.536.713.935,25;7,14;7,14;7,14;0,02;856,03;
05/12/2012;7,14;1,00027371;400.265.932.261,98;7,14;7,14;7,14;0,02;777,21;
06/12/2012;7,14;1,00027371;395.550.837.720,10;7,14;7,14;7,14;0,02;952,29;
07/12/2012;7,14;1,00027371;393.438.188.196,65;7,14;7,14;7,14;0,02;768,25;
10/12/2012;7,14;1,00027371;370.178.530.737,53;7,14;7,14;7,14;0,03;421,45;
11/12/2012;7,13;1,00027334;360.171.098.252,80;7,12;7,12;7,13;0,08;82,84;
12/12/2012;7,13;1,00027334;346.982.071.551,25;7,13;7,13;7,13;0,03;304,79;
13/12/2012;7,13;1,00027334;354.323.812.588,48;7,13;7,13;7,13;0,03;504,50;
14/12/2012;7,12;1,00027297;357.923.574.523,64;7,12;7,12;7,12;0,04;293,66;
17/12/2012;7,12;1,00027297;355.957.398.073,71;7,12;7,12;7,12;0,03;449,22;
18/12/2012;7,11;1,00027260;316.959.940.195,87;7,11;7,11;7,11;0,03;406,41;
19/12/2012;7,11;1,00027260;320.453.220.462,46;7,11;7,11;7,11;0,02;408,03;
20/12/2012;7,11;1,00027260;317.342.560.518,26;7,11;7,11;7,11;0,07;187,42;
21/12/2012;7,11;1,00027260;193.704.048.626,18;7,11;7,11;7,11;0,05;202,07;
24/12/2012;7,19;1,00027556;192.820.814.556,22;7,19;7,17;7,17;0,13;415,02;
26/12/2012;7,24;1,00027742;295.912.796.630,61;7,24;7,22;7,22;0,06;31,14;
27/12/2012;7,25;1,00027779;295.910.609.818,36;7,25;7,24;7,24;0,05;39,47;
28/12/2012;7,27;1,00027853;214.181.020.211,74;7,27;7,25;7,25;0,04;3,47;
31/12/2012;7,29;1,00027927;213.248.585.748,71;7,30;7,27;7,27;0,07;96,72;
02/01/2013;7,11;1,00027260;352.930.418.953,76;7,11;7,10;7,11;0,03;225,61;
03/01/2013;7,11;1,00027260;350.842.257.328,71;7,11;7,10;7,11;0,02;312,85;
04/01/2013;7,11;1,00027260;355.063.280.975,04;7,11;7,11;7,11;0,02;404,79;
07/01/2013;7,11;1,00027260;357.746.394.640,58;7,11;7,11;7,11;0,02;508,98;
08/01/2013;7,11;1,00027260;342.505.761.227,94;7,11;7,11;7,11;0,03;805,86;
09/01/2013;7,11;1,00027260;355.422.472.374,93;7,11;7,10;7,11;0,02;335,11;
10/01/2013;7,11;1,00027260;362.449.853.757,70;7,11;7,11;7,11;0,02;472,90;
11/01/2013;7,11;1,00027260;347.850.875.456,83;7,11;7,10;7,11;0,02;365,70;
14/01/2013;7,11;1,00027260;358.541.276.109,95;7,11;7,10;7,11;0,02;487,62;
15/01/2013;7,11;1,00027260;349.578.084.015,00;7,11;7,10;7,11;0,02;361,90;
16/01/2013;7,11;1,00027260;351.407.419.113,77;7,11;7,10;7,11;0,02;297,44;
17/01/2013;7,11;1,00027260;389.838.144.824,91;7,11;7,10;7,11;0,02;472,07;
18/01/2013;7,11;1,00027260;376.037.095.748,55;7,11;7,10;7,11;0,02;396,48;
21/01/2013;7,11;1,00027260;321.125.892.409,41;7,11;7,10;7,11;0,02;220,45;
22/01/2013;7,11;1,00027260;317.344.621.226,16;7,11;7,10;7,11;0,02;288,16;
23/01/2013;7,11;1,00027260;330.962.905.789,28;7,11;7,10;7,11;0,02;361,85;
24/01/2013;7,11;1,00027260;271.727.148.830,51;7,11;7,11;7,11;0,01;591,51;
25/01/2013;7,11;1,00027260;265.404.205.412,64;7,11;7,11;7,11;0,02;277,01;
28/01/2013;7,11;1,00027260;298.268.706.238,68;7,11;7,10;7,11;0,02;444,13;
29/01/2013;7,11;1,00027260;287.387.982.247,17;7,11;7,10;7,11;0,04;312,95;
30/01/2013;7,11;1,00027260;298.125.129.970,93;7,11;7,10;7,11;0,02;402,07;
31/01/2013;7,11;1,00027260;282.093.538.849,17;7,11;7,10;7,11;0,02;238,25;
01/02/2013;7,11;1,00027260;266.794.158.798,05;7,11;7,10;7,11;0,05;162,78;
04/02/2013;7,11;1,00027260;272.185.321.433,33;7,11;7,10;7,11;0,02;313,36;
05/02/2013;7,11;1,00027260;275.559.748.371,08;7,11;7,10;7,11;0,02;361,74;
06/02/2013;7,11;1,00027260;274.494.037.494,19;7,11;7,10;7,11;0,02;425,18;
07/02/2013;7,11;1,00027260;289.171.891.383,36;7,11;7,10;7,11;0,02;337,33;
08/02/2013;7,11;1,00027260;273.315.676.241,74;7,11;7,10;7,11;0,03;388,54;
13/02/2013;7,11;1,00027260;265.902.147.245,48;7,08;7,10;7,11;0,24;76,31;
14/02/2013;7,11;1,00027260;274.741.376.798,27;7,11;7,10;7,11;0,02;305,03;
15/02/2013;7,11;1,00027260;289.987.906.610,24;7,11;7,10;7,11;0,02;287,05;
18/02/2013;7,11;1,00027260;295.507.309.991,96;7,11;7,10;7,11;0,03;383,92;
19/02/2013;7,11;1,00027260;308.824.604.009,79;7,11;7,10;7,11;0,02;356,78;
20/02/2013;7,11;1,00027260;310.253.113.713,33;7,11;7,10;7,11;0,02;212,15;
21/02/2013;7,11;1,00027260;286.030.052.238,76;7,11;7,10;7,11;0,02;266,76;
22/02/2013;7,11;1,00027260;277.292.258.146,28;7,11;7,10;7,11;0,02;303,99;
25/02/2013;7,11;1,00027260;285.279.634.486,37;7,11;7,10;7,11;0,03;64,87;
26/02/2013;7,18;1,00027519;281.330.699.386,56;7,18;7,15;7,16;0,07;6,53;
27/02/2013;7,20;1,00027594;261.746.229.580,86;7,21;7,17;7,18;0,06;14,17;
28/02/2013;7,20;1,00027594;261.255.094.114,90;7,20;7,18;7,19;0,10;41.017,92;
01/03/2013;7,14;1,00027371;280.162.438.227,92;7,14;7,11;7,12;0,11;608,96;
04/03/2013;7,12;1,00027297;274.884.221.316,22;7,12;7,11;7,12;0,03;260,62;
05/03/2013;7,12;1,00027297;265.969.766.757,03;7,12;7,11;7,12;0,03;348,73;
06/03/2013;7,14;1,00027371;265.040.547.872,63;7,14;7,11;7,12;0,07;13,90;
07/03/2013;7,12;1,00027297;415.944.168.635,01;7,12;7,12;7,13;0,05;183,30;
08/03/2013;7,13;1,00027334;398.275.067.572,51;7,12;7,12;7,13;0,04;423,49;
11/03/2013;7,13;1,00027334;394.179.491.879,48;7,13;7,12;7,13;0,02;331,10;
12/03/2013;7,14;1,00027371;382.722.544.733,71;7,13;7,13;7,14;0,02;233,06;
13/03/2013;7,15;1,00027408;386.174.446.449,02;7,14;7,14;7,15;0,04;1.087,98;
14/03/2013;7,16;1,00027445;378.560.803.995,13;7,15;7,15;7,16;0,05;135,59;
15/03/2013;7,16;1,00027445;381.239.249.987,54;7,16;7,15;7,16;0,03;26.569,89;
18/03/2013;7,16;1,00027445;388.599.167.113,77;7,16;7,15;7,16;0,03;757,80;
19/03/2013;7,16;1,00027445;364.819.725.267,48;7,16;7,15;7,16;0,02;352,90;
20/03/2013;7,16;1,00027445;369.876.537.740,59;7,15;7,15;7,16;0,03;340,95;
21/03/2013;7,16;1,00027445;359.729.319.648,85;7,16;7,15;7,16;0,02;190,58;
22/03/2013;7,16;1,00027445;355.263.114.161,66;7,16;7,15;7,16;0,03;221,90;
25/03/2013;7,16;1,00027445;342.221.526.418,82;7,16;7,15;7,16;0,03;130,49;
26/03/2013;7,16;1,00027445;323.871.442.760,38;7,16;7,15;7,16;0,02;153,73;
27/03/2013;7,16;1,00027445;332.339.042.027,67;7,16;7,15;7,16;0,02;127,00;
28/03/2013;7,16;1,00027445;331.458.929.416,29;7,16;7,15;7,16;0,03;221,90;
01/04/2013;7,16;1,00027445;372.468.172.926,87;7,15;7,15;7,16;0,03;172,86;
02/04/2013;7,16;1,00027445;363.709.323.203,85;7,16;7,15;7,16;0,02;201,40;
03/04/2013;7,16;1,00027445;365.543.750.784,68;7,15;7,15;7,16;0,03;385,92;
04/04/2013;7,16;1,00027445;362.903.425.671,05;7,16;7,15;7,16;0,03;369,14;
05/04/2013;7,16;1,00027445;379.041.791.770,09;7,16;7,15;7,16;0,02;397,22;
08/04/2013;7,16;1,00027445;360.363.851.518,81;7,16;7,15;7,16;0,03;386,70;
09/04/2013;7,16;1,00027445;365.809.334.151,96;7,16;7,15;7,16;0,03;314,42;
10/04/2013;7,16;1,00027445;369.578.738.518,07;7,16;7,15;7,16;0,02;378,27;
11/04/2013;7,16;1,00027445;358.661.341.719,96;7,15;7,15;7,16;0,03;354,37;
12/04/2013;7,16;1,00027445;349.445.495.716,81;7,16;7,15;7,16;0,02;276,17;
15/04/2013;7,16;1,00027445;348.751.093.843,55;7,16;7,15;7,16;0,03;405,55;
16/04/2013;7,16;1,00027445;311.317.926.849,55;7,15;7,15;7,16;0,03;848,25;
17/04/2013;7,16;1,00027445;307.827.390.543,76;7,16;7,15;7,16;0,03;376,27;
18/04/2013;7,41;1,00028370;513.265.943.472,28;7,40;7,40;7,41;0,04;102,95;
19/04/2013;7,41;1,00028370;498.072.162.475,71;7,40;7,40;7,41;0,07;11.560,00;
22/04/2013;7,40;1,00028333;468.543.605.958,75;7,40;7,40;7,41;0,02;1.484,11;
23/04/2013;7,40;1,00028333;471.366.650.561,63;7,40;7,39;7,40;0,06;2.002,95;
24/04/2013;7,40;1,00028333;475.835.902.911,55;7,39;7,39;7,40;0,04;459,81;
25/04/2013;7,40;1,00028333;492.095.469.684,28;7,40;7,39;7,40;0,02;188,01;
26/04/2013;7,40;1,00028333;455.131.797.232,47;7,40;7,39;7,40;0,03;362,34;
29/04/2013;7,40;1,00028333;439.056.684.693,24;7,40;7,39;7,40;0,02;325,98;
30/04/2013;7,40;1,00028333;429.410.493.139,47;7,39;7,39;7,40;0,06;148,18;
02/05/2013;7,40;1,00028333;437.401.926.550,91;7,40;7,39;7,40;0,02;260,99;
03/05/2013;7,40;1,00028333;432.973.047.031,08;7,40;7,39;7,40;0,02;311,81;
06/05/2013;7,40;1,00028333;450.366.373.203,28;7,40;7,39;7,40;0,03;413,75;
07/05/2013;7,40;1,00028333;441.258.539.212,86;7,40;7,39;7,40;0,02;354,76;
08/05/2013;7,40;1,00028333;425.631.557.244,80;7,40;7,39;7,40;0,03;400,60;
09/05/2013;7,40;1,00028333;439.485.004.422,40;7,40;7,39;7,40;0,04;401,76;
10/05/2013;7,40;1,00028333;445.455.051.099,01;7,40;7,39;7,40;0,03;263,54;
13/05/2013;7,40;1,00028333;437.322.860.367,16;7,40;7,39;7,40;0,03;177,12;
14/05/2013;7,40;1,00028333;422.681.604.431,94;7,40;7,39;7,40;0,02;280,33;
15/05/2013;7,40;1,00028333;495.402.098.765,51;7,40;7,39;7,40;0,02;194,83;
16/05/2013;7,40;1,00028333;486.130.896.901,42;7,40;7,39;7,40;0,03;344,42;
17/05/2013;7,40;1,00028333;484.911.187.213,51;7,40;7,39;7,40;0,02;231,43;
20/05/2013;7,40;1,00028333;470.496.773.728,97;7,40;7,39;7,40;0,02;345,70;
21/05/2013;7,40;1,00028333;444.931.447.030,27;7,40;7,39;7,40;0,04;335,24;
22/05/2013;7,40;1,00028333;446.233.388.654,48;7,40;7,39;7,40;0,02;253,10;
23/05/2013;7,40;1,00028333;441.010.359.515,13;7,40;7,39;7,40;0,02;217,41;
24/05/2013;7,40;1,00028333;426.541.496.366,47;7,40;7,39;7,40;0,03;323,15;
27/05/2013;7,40;1,00028333;401.425.849.643,36;7,40;7,39;7,40;0,03;457,72;
28/05/2013;7,40;1,00028333;401.213.736.982,66;7,40;7,39;7,40;0,03;206,82;
29/05/2013;7,40;1,00028333;381.795.085.064,56;7,40;7,39;7,40;0,03;285,54;
31/05/2013;7,90;1,00030177;412.890.110.275,98;7,89;7,89;7,90;0,08;124,47;
03/06/2013;7,90;1,00030177;440.443.413.978,17;7,89;7,89;7,90;0,05;109,52;
04/06/2013;7,90;1,00030177;453.131.914.482,95;7,89;7,89;7,90;0,05;105,23;
05/06/2013;7,90;1,00030177;451.513.845.306,24;7,89;7,89;7,90;0,05;101,13;
06/06/2013;7,90;1,00030177;423.820.428.846,92;7,89;7,89;7,90;0,06;66,53;
07/06/2013;7,90;1,00030177;449.718.076.886,27;7,90;7,90;7,90;0,04;324,29;
10/06/2013;7,90;1,00030177;465.264.268.506,40;7,90;7,89;7,90;0,05;241,26;
11/06/2013;7,90;1,00030177;473.424.805.481,45;7,90;7,89;7,90;0,04;276,67;
12/06/2013;7,90;1,00030177;488.609.975.133,23;7,90;7,89;7,90;0,03;359,55;
13/06/2013;7,90;1,00030177;487.731.269.471,45;7,90;7,89;7,90;0,02;452,52;
14/06/2013;7,90;1,00030177;470.927.345.125,60;7,90;7,89;7,90;0,03;349,17;
17/06/2013;7,90;1,00030177;492.973.300.974,95;7,90;7,89;7,90;0,02;440,28;
18/06/2013;7,90;1,00030177;515.921.804.934,97;7,90;7,89;7,90;0,03;475,20;
19/06/2013;7,90;1,00030177;508.401.238.125,99;7,90;7,89;7,90;0,02;463,75;
20/06/2013;7,90;1,00030177;515.957.487.134,53;7,90;7,89;7,90;0,02;488,75;
21/06/2013;7,90;1,00030177;483.034.267.999,95;7,90;7,89;7,90;0,03;411,49;
24/06/2013;7,90;1,00030177;497.339.470.146,90;7,90;7,89;7,90;0,03;311,47;
25/06/2013;7,90;1,00030177;491.062.245.521,59;7,90;7,89;7,90;0,03;380,26;
26/06/2013;7,90;1,00030177;502.466.216.798,35;7,90;7,89;7,90;0,02;475,00;
27/06/2013;7,90;1,00030177;521.302.381.834,53;7,90;7,89;7,90;0,02;600,55;
28/06/2013;7,90;1,00030177;498.134.554.781,81;7,90;7,90;7,90;0,02;531,93;
01/07/2013;7,90;1,00030177;615.623.338.058,84;7,90;7,90;7,90;0,03;388,85;
02/07/2013;7,90;1,00030177;630.627.993.267,35;7,90;7,90;7,90;0,02;521,17;
03/07/2013;7,90;1,00030177;625.024.243.802,86;7,90;7,89;7,90;0,02;501,81;
04/07/2013;7,90;1,00030177;617.906.946.274,51;7,90;7,89;7,90;0,02;522,92;
05/07/2013;7,90;1,00030177;611.357.071.963,22;7,90;7,89;7,90;0,03;478,20;
08/07/2013;7,90;1,00030177;596.743.295.566,26;7,90;7,90;7,90;0,02;745,97;
09/07/2013;7,90;1,00030177;570.831.850.709,08;7,90;7,90;7,90;0,02;2.057,17;
10/07/2013;7,90;1,00030177;592.722.117.187,93;7,90;7,90;7,90;0,03;541,47;
11/07/2013;8,40;1,00032012;341.309.605.118,97;8,39;8,39;8,40;0,07;127,23;
12/07/2013;8,40;1,00032012;338.775.663.856,15;8,40;8,39;8,40;0,06;17.456,82;
15/07/2013;8,40;1,00032012;347.203.750.837,79;8,40;8,39;8,40;0,03;353,77;
16/07/2013;8,40;1,00032012;352.068.333.961,44;8,39;8,39;8,40;0,07;57,17;
17/07/2013;8,40;1,00032012;339.698.111.929,39;8,40;8,39;8,40;0,03;377,84;
18/07/2013;8,40;1,00032012;346.480.312.581,50;8,39;8,39;8,40;0,07;55,91;
19/07/2013;8,40;1,00032012;324.124.012.698,76;8,40;8,39;8,40;0,03;478,88;
22/07/2013;8,40;1,00032012;343.164.317.583,67;8,40;8,39;8,40;0,03;320,14;
23/07/2013;8,40;1,00032012;340.872.221.139,86;8,40;8,39;8,40;0,05;219,20;
24/07/2013;8,40;1,00032012;348.568.112.035,85;8,40;8,39;8,40;0,03;339,89;
25/07/2013;8,40;1,00032012;355.807.314.245,31;8,40;8,39;8,40;0,03;350,26;
26/07/2013;8,40;1,00032012;333.284.825.389,98;8,40;8,39;8,40;0,03;321,04;
29/07/2013;8,40;1,00032012;352.680.186.977,03;8,40;8,39;8,40;0,03;346,98;
30/07/2013;8,40;1,00032012;357.752.444.218,47;8,40;8,40;8,40;0,03;358,48;
31/07/2013;8,40;1,00032012;358.706.531.292,96;8,40;8,40;8,40;0,03;327,43;
01/08/2013;8,40;1,00032012;369.027.746.792,54;8,40;8,39;8,40;0,03;343,45;
02/08/2013;8,40;1,00032012;369.245.101.491,01;8,40;8,39;8,40;0,03;357,54;
05/08/2013;8,40;1,00032012;366.252.344.764,76;8,40;8,39;8,40;0,04;302,53;
06/08/2013;8,40;1,00032012;336.955.259.296,03;8,40;8,39;8,40;0,04;676,43;
07/08/2013;8,40;1,00032012;368.598.990.595,55;8,40;8,39;8,40;0,03;336,70;
08/08/2013;8,40;1,00032012;378.367.206.751,53;8,40;8,39;8,40;0,03;365,40;
09/08/2013;8,40;1,00032012;366.650.546.567,51;8,40;8,39;8,40;0,03;399,51;
12/08/2013;8,40;1,00032012;391.604.224.492,15;8,40;8,39;8,40;0,03;1.936,61;
13/08/2013;8,40;1,00032012;382.309.510.200,91;8,40;8,39;8,40;0,03;264,57;
14/08/2013;8,40;1,00032012;401.044.100.093,26;8,40;8,39;8,40;0,03;311,96;
15/08/2013;8,40;1,00032012;416.411.008.353,21;8,40;8,39;8,40;0,03;242,12;
16/08/2013;8,40;1,00032012;396.196.818.173,40;8,40;8,39;8,40;0,03;310,62;
19/08/2013;8,40;1,00032012;386.789.774.081,01;8,40;8,40;8,40;0,03;305,40;
20/08/2013;8,40;1,00032012;365.806.153.599,62;8,40;8,40;8,40;0,03;273,47;
21/08/2013;8,40;1,00032012;346.048.782.278,69;8,40;8,39;8,40;0,03;650,98;
22/08/2013;8,40;1,00032012;342.114.419.313,63;8,40;8,39;8,40;0,03;283,14;
23/08/2013;8,40;1,00032012;340.472.695.111,92;8,40;8,39;8,40;0,03;258,48;
26/08/2013;8,40;1,00032012;323.349.977.246,29;8,40;8,39;8,40;0,03;250,57;
27/08/2013;8,40;1,00032012;311.058.342.174,14;8,40;8,39;8,40;0,03;241,77;
28/08/2013;8,40;1,00032012;300.126.459.331,01;8,40;8,39;8,40;0,03;218,28;
29/08/2013;8,90;1,00033839;286.413.462.130,21;8,89;8,89;8,90;0,06;226,88;
30/08/2013;8,90;1,00033839;269.526.327.107,28;8,89;8,89;8,90;0,05;175,30;
02/09/2013;8,90;1,00033839;313.845.472.810,49;8,90;8,89;8,90;0,04;205,32;
03/09/2013;8,90;1,00033839;321.067.405.758,84;8,90;8,89;8,90;0,05;309,96;
04/09/2013;8,90;1,00033839;324.346.918.472,54;8,90;8,89;8,90;0,03;251,50;
05/09/2013;8,90;1,00033839;328.695.873.381,41;8,90;8,89;8,90;0,03;180,58;
06/09/2013;8,90;1,00033839;317.986.185.861,03;8,90;8,89;8,90;0,03;225,73;
09/09/2013;8,90;1,00033839;434.828.528.969,76;8,90;8,89;8,90;0,03;279,39;
10/09/2013;8,90;1,00033839;424.795.752.091,69;8,90;8,89;8,90;0,03;231,58;
11/09/2013;8,90;1,00033839;431.581.372.231,15;8,90;8,89;8,90;0,03;231,88;
12/09/2013;8,90;1,00033839;430.177.571.244,99;8,90;8,89;8,90;0,03;260,16;
13/09/2013;8,90;1,00033839;419.808.500.860,17;8,90;8,89;8,90;0,03;287,70;
16/09/2013;8,90;1,00033839;409.128.465.000,82;8,90;8,89;8,90;0,03;319,86;
17/09/2013;8,90;1,00033839;387.697.747.916,77;8,90;8,89;8,90;0,03;242,52;
18/09/2013;8,90;1,00033839;393.571.574.774,15;8,90;8,89;8,90;0,03;269,57;
19/09/2013;8,90;1,00033839;395.071.317.688,00;8,90;8,89;8,90;0,03;253,85;
20/09/2013;8,90;1,00033839;379.809.756.515,99;8,90;8,89;8,90;0,03;336,16;
23/09/2013;8,90;1,00033839;355.285.224.049,65;8,90;8,89;8,90;0,03;211,77;
24/09/2013;8,90;1,00033839;332.776.699.600,38;8,90;8,89;8,90;0,03;210,67;
25/09/2013;8,90;1,00033839;336.205.014.436,70;8,90;8,89;8,90;0,03;226,16;
26/09/2013;8,90;1,00033839;310.301.636.509,74;8,90;8,89;8,90;0,03;246,91;
27/09/2013;8,90;1,00033839;324.335.728.613,84;8,90;8,89;8,90;0,03;230,18;
30/09/2013;8,90;1,00033839;310.573.415.070,67;8,90;8,89;8,90;0,03;192,38;
01/10/2013;8,90;1,00033839;325.631.406.869,99;8,90;8,89;8,90;0,03;228,04;
02/10/2013;8,90;1,00033839;341.276.078.964,98;8,90;8,89;8,90;0,04;2.220,03;
03/10/2013;8,90;1,00033839;350.155.696.317,43;8,90;8,89;8,90;0,03;257,36;
04/10/2013;8,90;1,00033839;331.202.788.537,80;8,90;8,89;8,90;0,03;241,62;
07/10/2013;8,90;1,00033839;332.291.468.434,83;8,90;8,89;8,90;0,02;392,22;
08/10/2013;8,90;1,00033839;320.678.106.651,69;8,90;8,89;8,90;0,03;283,47;
09/10/2013;8,90;1,00033839;310.346.012.537,40;8,90;8,89;8,90;0,03;289,66;
10/10/2013;9,40;1,00035657;358.279.990.483,93;9,39;9,39;9,40;0,07;55,74;
11/10/2013;9,40;1,00035657;351.190.091.897,31;9,40;9,39;9,40;0,03;1.046,63;
14/10/2013;9,40;1,00035657;355.092.458.225,07;9,40;9,39;9,40;0,03;452,06;
15/10/2013;9,40;1,00035657;361.420.334.934,70;9,40;9,39;9,40;0,04;2.327,72;
16/10/2013;9,40;1,00035657;342.687.462.809,90;9,40;9,39;9,40;0,02;508,51;
17/10/2013;9,40;1,00035657;349.953.120.204,15;9,40;9,39;9,40;0,02;559,27;
18/10/2013;9,40;1,00035657;344.919.709.583,43;9,40;9,39;9,40;0,02;571,67;
21/10/2013;9,40;1,00035657;327.964.250.686,13;9,40;9,39;9,40;0,03;485,28;
22/10/2013;9,40;1,00035657;305.149.880.489,22;9,40;9,39;9,40;0,03;484,82;
23/10/2013;9,40;1,00035657;304.512.706.453,29;9,40;9,39;9,40;0,03;496,51;
24/10/2013;9,40;1,00035657;305.308.880.211,01;9,40;9,39;9,40;0,03;404,11;
25/10/2013;9,40;1,00035657;293.346.180.075,00;9,40;9,39;9,40;0,03;420,52;
28/10/2013;9,40;1,00035657;299.816.596.725,43;9,40;9,39;9,40;0,03;427,24;
29/10/2013;9,40;1,00035657;292.472.235.149,35;9,40;9,39;9,40;0,04;752,74;
30/10/2013;9,40;1,00035657;305.277.407.174,24;9,40;9,39;9,40;0,03;352,93;
31/10/2013;9,40;1,00035657;307.825.332.913,70;9,40;9,39;9,40;0,03;393,22;
01/11/2013;9,40;1,00035657;304.062.297.262,60;9,40;9,39;9,40;0,03;364,09;
04/11/2013;9,40;1,00035657;325.200.566.386,14;9,40;9,39;9,40;0,03;1.573,58;
05/11/2013;9,40;1,00035657;312.334.864.302,26;9,40;9,39;9,40;0,03;368,56;
06/11/2013;9,40;1,00035657;334.261.693.572,57;9,40;9,39;9,40;0,03;563,50;
07/11/2013;9,40;1,00035657;348.954.728.081,27;9,40;9,39;9,40;0,03;2.255,93;
08/11/2013;9,40;1,00035657;356.268.557.307,19;9,40;9,39;9,40;0,13;7.151,82;
11/11/2013;9,40;1,00035657;354.705.834.795,66;9,40;9,39;9,40;0,03;332,25;
12/11/2013;9,40;1,00035657;342.622.582.694,95;9,40;9,39;9,40;0,03;311,35;
13/11/2013;9,40;1,00035657;357.394.807.553,66;9,40;9,39;9,40;0,07;5.781,94;
14/11/2013;9,40;1,00035657;361.135.266.680,41;9,40;9,39;9,40;0,06;5.897,15;
18/11/2013;9,40;1,00035657;381.044.544.968,65;9,40;9,39;9,40;0,02;434,74;
19/11/2013;9,40;1,00035657;320.299.087.815,80;9,40;9,39;9,40;0,05;1.729,42;
20/11/2013;9,40;1,00035657;334.455.641.383,36;9,40;9,39;9,40;0,02;409,00;
21/11/2013;9,40;1,00035657;362.221.016.224,85;9,40;9,39;9,40;0,04;1.179,92;
22/11/2013;9,40;1,00035657;347.691.006.302,89;9,40;9,39;9,40;0,03;414,32;
25/11/2013;9,40;1,00035657;354.565.759.557,20;9,40;9,39;9,40;0,04;1.934,72;
26/11/2013;9,40;1,00035657;309.957.776.051,87;9,40;9,39;9,40;0,04;909,73;
27/11/2013;9,40;1,00035657;256.214.149.859,07;9,40;9,39;9,40;0,04;213,32;
28/11/2013;9,90;1,00037468;332.966.392.107,62;9,89;9,89;9,90;0,08;84,90;
29/11/2013;9,90;1,00037468;324.356.368.364,61;9,90;9,89;9,90;0,04;635,99;
02/12/2013;9,90;1,00037468;322.990.669.197,57;9,90;9,89;9,90;0,03;660,28;
03/12/2013;9,90;1,00037468;333.687.633.705,76;9,90;9,89;9,90;0,04;553,51;
04/12/2013;9,90;1,00037468;336.697.924.360,41;9,90;9,89;9,90;0,03;327,34;
05/12/2013;9,90;1,00037468;343.450.951.749,93;9,90;9,89;9,90;0,03;304,03;
06/12/2013;9,89;1,00037431;343.577.002.463,80;9,87;9,89;9,90;0,11;17,05;
09/12/2013;9,90;1,00037468;348.529.966.727,94;9,90;9,89;9,90;0,04;129,75;
10/12/2013;9,90;1,00037468;337.080.487.243,66;9,90;9,89;9,90;0,02;383,08;
11/12/2013;9,90;1,00037468;329.664.740.005,81;9,90;9,89;9,90;0,03;376,65;
12/12/2013;9,90;1,00037468;344.590.742.414,17;9,90;9,89;9,90;0,02;323,58;
13/12/2013;9,90;1,00037468;333.082.197.834,54;9,90;9,89;9,90;0,02;322,40;
16/12/2013;9,90;1,00037468;329.809.638.890,10;9,90;9,89;9,90;0,02;322,01;
17/12/2013;9,90;1,00037468;314.813.936.946,27;9,90;9,89;9,90;0,02;423,16;
18/12/2013;9,90;1,00037468;326.568.474.106,71;9,90;9,89;9,90;0,03;308,10;
19/12/2013;9,90;1,00037468;332.164.203.754,60;9,90;9,89;9,90;0,03;319,25;
20/12/2013;9,90;1,00037468;347.414.378.894,06;9,90;9,89;9,90;0,03;357,10;
23/12/2013;9,90;1,00037468;252.748.980.419,54;9,90;9,90;9,90;0,02;481,72;
24/12/2013;9,90;1,00037468;204.492.183.378,69;9,90;9,90;9,90;0,04;573,70;
26/12/2013;9,90;1,00037468;270.451.086.174,99;9,90;9,89;9,90;0,04;115,24;
27/12/2013;9,90;1,00037468;271.665.834.656,83;9,89;9,89;9,90;0,05;132,26;
30/12/2013;9,90;1,00037468;169.404.006.525,11;9,90;9,90;9,90;0,05;264,21;
31/12/2013;9,90;1,00037468;146.919.197.401,36;9,90;9,90;9,90;0,01;1.045,41;
02/01/2014;9,90;1,00037468;479.070.465.584,13;9,90;9,89;9,90;0,05;199,84;
03/01/2014;9,90;1,00037468;488.418.131.926,91;9,90;9,89;9,90;0,03;342,21;
06/01/2014;9,90;1,00037468;474.368.197.788,66;9,90;9,89;9,90;0,06;174,44;
07/01/2014;9,90;1,00037468;463.812.313.133,23;9,90;9,89;9,90;0,03;437,55;
08/01/2014;9,90;1,00037468;505.389.349.939,86;9,90;9,89;9,90;0,03;1.076,43;
09/01/2014;9,90;1,00037468;497.765.365.003,46;9,90;9,89;9,90;0,02;574,12;
10/01/2014;9,90;1,00037468;531.296.120.266,57;9,90;9,89;9,90;0,03;348,03;
13/01/2014;9,90;1,00037468;497.679.970.730,56;9,90;9,89;9,90;0,03;396,55;
14/01/2014;9,90;1,00037468;500.159.201.250,92;9,90;9,89;9,90;0,02;450,13;
15/01/2014;9,90;1,00037468;479.068.447.778,81;9,90;9,89;9,90;0,02;524,84;
