Lista de indices Diarios da TaxaSelic;20060102;20131025;
Data;Taxa Anual;Fator Diário;Fator Acumulado;
26/10/2007;     11,18;          1,00042065;       1,2643600498039437;
29/10/2007;     11,18;          1,00042065;       1,2648919028588938;
30/10/2007;     11,17;          1,00042029;       1,2654235242767463;
31/10/2007;     11,18;          1,00042065;       1,2659558246822333;
01/11/2007;     11,18;          1,00042065;       1,2664883489998859;
05/11/2007;     11,18;          1,00042065;       1,2670210973238927;
06/11/2007;     11,18;          1,00042065;       1,2675540697484820;
07/11/2007;     11,18;          1,00042065;       1,2680872663679217;
08/11/2007;     11,18;          1,00042065;       1,2686206872765194;
09/11/2007;     11,18;          1,00042065;       1,2691543325686222;
12/11/2007;     11,18;          1,00042065;       1,2696882023386172;
13/11/2007;     11,18;          1,00042065;       1,2702222966809310;
14/11/2007;     11,18;          1,00042065;       1,2707566156900298;
16/11/2007;     11,18;          1,00042065;       1,2712911594604198;
19/11/2007;     11,18;          1,00042065;       1,2718259280866468;
20/11/2007;     11,18;          1,00042065;       1,2723609216632965;
21/11/2007;     11,18;          1,00042065;       1,2728961402849942;
22/11/2007;     11,18;          1,00042065;       1,2734315840464050;
23/11/2007;     11,18;          1,00042065;       1,2739672530422342;
26/11/2007;     11,18;          1,00042065;       1,2745031473672264;
27/11/2007;     11,18;          1,00042065;       1,2750392671161664;
28/11/2007;     11,18;          1,00042065;       1,2755756123838788;
29/11/2007;     11,18;          1,00042065;       1,2761121832652281;
30/11/2007;     11,18;          1,00042065;       1,2766489798551186;
03/12/2007;     11,18;          1,00042065;       1,2771860022484947;
04/12/2007;     11,18;          1,00042065;       1,2777232505403405;
05/12/2007;     11,18;          1,00042065;       1,2782607248256803;
06/12/2007;     11,18;          1,00042065;       1,2787984251995782;
07/12/2007;     11,18;          1,00042065;       1,2793363517571384;
10/12/2007;     11,18;          1,00042065;       1,2798745045935051;
11/12/2007;     11,18;          1,00042065;       1,2804128838038623;
12/12/2007;     11,18;          1,00042065;       1,2809514894834344;
13/12/2007;     11,18;          1,00042065;       1,2814903217274856;
14/12/2007;     11,18;          1,00042065;       1,2820293806313203;
17/12/2007;     11,18;          1,00042065;       1,2825686662902829;
18/12/2007;     11,18;          1,00042065;       1,2831081787997579;
19/12/2007;     11,18;          1,00042065;       1,2836479182551700;
20/12/2007;     11,18;          1,00042065;       1,2841878847519840;
21/12/2007;     11,18;          1,00042065;       1,2847280783857049;
24/12/2007;     11,18;          1,00042065;       1,2852684992518779;
26/12/2007;     11,18;          1,00042065;       1,2858091474460882;
27/12/2007;     11,18;          1,00042065;       1,2863500230639614;
28/12/2007;     11,18;          1,00042065;       1,2868911262011632;
31/12/2007;     11,18;          1,00042065;       1,2874324569533998;
02/01/2008;     11,18;          1,00042065;       1,2879740154164172;
03/01/2008;     11,18;          1,00042065;       1,2885158016860021;
04/01/2008;     11,18;          1,00042065;       1,2890578158579813;
07/01/2008;     11,17;          1,00042029;       1,2895995939674083;
08/01/2008;     11,17;          1,00042029;       1,2901415997807568;
09/01/2008;     11,18;          1,00042065;       1,2906842978447046;
10/01/2008;     11,18;          1,00042065;       1,2912272241945930;
11/01/2008;     11,18;          1,00042065;       1,2917703789264505;
14/01/2008;     11,18;          1,00042065;       1,2923137621363459;
15/01/2008;     11,18;          1,00042065;       1,2928573739203885;
16/01/2008;     11,18;          1,00042065;       1,2934012143747281;
17/01/2008;     11,18;          1,00042065;       1,2939452835955549;
18/01/2008;     11,18;          1,00042065;       1,2944895816790993;
21/01/2008;     11,17;          1,00042029;       1,2950336427053832;
22/01/2008;     11,18;          1,00042065;       1,2955783986071873;
23/01/2008;     11,18;          1,00042065;       1,2961233836605614;
24/01/2008;     11,17;          1,00042029;       1,2966681313574801;
25/01/2008;     11,18;          1,00042065;       1,2972135748069356;
28/01/2008;     11,18;          1,00042065;       1,2977592476971781;
29/01/2008;     11,18;          1,00042065;       1,2983051501247220;
30/01/2008;     11,18;          1,00042065;       1,2988512821861219;
31/01/2008;     11,18;          1,00042065;       1,2993976439779735;
01/02/2008;     11,18;          1,00042065;       1,2999442355969128;
06/02/2008;     11,18;          1,00042065;       1,3004910571396167;
07/02/2008;     11,18;          1,00042065;       1,3010381087028025;
08/02/2008;     11,18;          1,00042065;       1,3015853903832283;
11/02/2008;     11,18;          1,00042065;       1,3021329022776930;
12/02/2008;     11,18;          1,00042065;       1,3026806444830361;
13/02/2008;     11,18;          1,00042065;       1,3032286170961379;
14/02/2008;     11,18;          1,00042065;       1,3037768202139194;
15/02/2008;     11,17;          1,00042029;       1,3043247845736871;
18/02/2008;     11,18;          1,00042065;       1,3048734487943180;
19/02/2008;     11,18;          1,00042065;       1,3054223438105534;
20/02/2008;     11,18;          1,00042065;       1,3059714697194773;
21/02/2008;     11,18;          1,00042065;       1,3065208266182148;
22/02/2008;     11,18;          1,00042065;       1,3070704146039317;
25/02/2008;     11,18;          1,00042065;       1,3076202337738349;
26/02/2008;     11,18;          1,00042065;       1,3081702842251718;
27/02/2008;     11,18;          1,00042065;       1,3087205660552311;
28/02/2008;     11,18;          1,00042065;       1,3092710793613423;
29/02/2008;     11,18;          1,00042065;       1,3098218242408756;
03/03/2008;     11,18;          1,00042065;       1,3103728007912425;
04/03/2008;     11,17;          1,00042029;       1,3109235373756871;
05/03/2008;     11,18;          1,00042065;       1,3114749773616842;
06/03/2008;     11,18;          1,00042065;       1,3120266493109114;
07/03/2008;     11,18;          1,00042065;       1,3125785533209440;
10/03/2008;     11,18;          1,00042065;       1,3131306894893985;
11/03/2008;     11,18;          1,00042065;       1,3136830579139322;
12/03/2008;     11,18;          1,00042065;       1,3142356586922437;
13/03/2008;     11,18;          1,00042065;       1,3147884919220726;
14/03/2008;     11,18;          1,00042065;       1,3153415577011996;
17/03/2008;     11,18;          1,00042065;       1,3158948561274466;
18/03/2008;     11,17;          1,00042029;       1,3164479135765284;
19/03/2008;     11,18;          1,00042065;       1,3170016773913744;
20/03/2008;     11,18;          1,00042065;       1,3175556741469690;
24/03/2008;     11,18;          1,00042065;       1,3181099039412990;
25/03/2008;     11,18;          1,00042065;       1,3186643668723919;
26/03/2008;     11,18;          1,00042065;       1,3192190630383167;
27/03/2008;     11,18;          1,00042065;       1,3197739925371838;
28/03/2008;     11,18;          1,00042065;       1,3203291554671446;
31/03/2008;     11,18;          1,00042065;       1,3208845519263918;
01/04/2008;     11,18;          1,00042065;       1,3214401820131597;
02/04/2008;     11,13;          1,00041886;       1,3219936804477977;
03/04/2008;     11,18;          1,00042065;       1,3225497770894781;
04/04/2008;     11,18;          1,00042065;       1,3231061076532108;
07/04/2008;     11,18;          1,00042065;       1,3236626722373951;
08/04/2008;     11,18;          1,00042065;       1,3242194709404717;
09/04/2008;     11,18;          1,00042065;       1,3247765038609229;
10/04/2008;     11,18;          1,00042065;       1,3253337710972719;
11/04/2008;     11,18;          1,00042065;       1,3258912727480840;
14/04/2008;     11,18;          1,00042065;       1,3264490089119655;
15/04/2008;     11,18;          1,00042065;       1,3270069796875643;
16/04/2008;     11,18;          1,00042065;       1,3275651851735699;
17/04/2008;     11,68;          1,00043846;       1,3281472694046611;
18/04/2008;     11,65;          1,00043739;       1,3287281877388260;
22/04/2008;     11,64;          1,00043704;       1,3293088951059954;
23/04/2008;     11,64;          1,00043704;       1,3298898562655125;
24/04/2008;     11,62;          1,00043633;       1,3304701271064968;
25/04/2008;     11,60;          1,00043561;       1,3310496931985657;
28/04/2008;     11,61;          1,00043597;       1,3316299909333095;
29/04/2008;     11,61;          1,00043597;       1,3322105416604567;
30/04/2008;     11,61;          1,00043597;       1,3327913454903044;
02/05/2008;     11,61;          1,00043597;       1,3333724025331978;
05/05/2008;     11,61;          1,00043597;       1,3339537128995302;
06/05/2008;     11,61;          1,00043597;       1,3345352766997430;
07/05/2008;     11,61;          1,00043597;       1,3351170940443258;
08/05/2008;     11,60;          1,00043561;       1,3356986844016624;
09/05/2008;     11,61;          1,00043597;       1,3362810089571010;
12/05/2008;     11,61;          1,00043597;       1,3368635873885760;
13/05/2008;     11,62;          1,00043633;       1,3374469010776613;
14/05/2008;     11,63;          1,00043668;       1,3380309373904239;
15/05/2008;     11,63;          1,00043668;       1,3386152287401635;
16/05/2008;     11,64;          1,00043704;       1,3392002571397321;
19/05/2008;     11,64;          1,00043704;       1,3397855412201125;
20/05/2008;     11,64;          1,00043704;       1,3403710810930473;
21/05/2008;     11,64;          1,00043704;       1,3409568768703282;
23/05/2008;     11,64;          1,00043704;       1,3415429286637956;
26/05/2008;     11,64;          1,00043704;       1,3421292365853389;
27/05/2008;     11,64;          1,00043704;       1,3427158007468961;
28/05/2008;     11,64;          1,00043704;       1,3433026212604546;
29/05/2008;     11,64;          1,00043704;       1,3438896982380502;
30/05/2008;     11,64;          1,00043704;       1,3444770317917682;
02/06/2008;     11,64;          1,00043704;       1,3450646220337425;
03/06/2008;     11,64;          1,00043704;       1,3456524690761561;
04/06/2008;     11,64;          1,00043704;       1,3462405730312411;
05/06/2008;     12,14;          1,00045478;       1,3468528163190443;
06/06/2008;     12,14;          1,00045478;       1,3474653380428498;
09/06/2008;     12,14;          1,00045478;       1,3480781383292850;
10/06/2008;     12,16;          1,00045549;       1,3486921744405126;
11/06/2008;     12,17;          1,00045584;       1,3493069622813095;
12/06/2008;     12,17;          1,00045584;       1,3499220303669959;
13/06/2008;     12,17;          1,00045584;       1,3505373788253183;
16/06/2008;     12,17;          1,00045584;       1,3511530077840821;
17/06/2008;     12,17;          1,00045584;       1,3517689173711504;
18/06/2008;     12,17;          1,00045584;       1,3523851077144448;
19/06/2008;     12,17;          1,00045584;       1,3530015789419454;
20/06/2008;     12,17;          1,00045584;       1,3536183311816903;
23/06/2008;     12,17;          1,00045584;       1,3542353645617762;
24/06/2008;     12,17;          1,00045584;       1,3548526792103580;
25/06/2008;     12,17;          1,00045584;       1,3554702752556492;
26/06/2008;     12,17;          1,00045584;       1,3560881528259218;
27/06/2008;     12,17;          1,00045584;       1,3567063120495059;
30/06/2008;     12,17;          1,00045584;       1,3573247530547906;
01/07/2008;     12,17;          1,00045584;       1,3579434759702231;
02/07/2008;     12,17;          1,00045584;       1,3585624809243094;
03/07/2008;     12,17;          1,00045584;       1,3591817680456139;
04/07/2008;     12,17;          1,00045584;       1,3598013374627598;
07/07/2008;     12,17;          1,00045584;       1,3604211893044288;
08/07/2008;     12,17;          1,00045584;       1,3610413236993614;
09/07/2008;     12,17;          1,00045584;       1,3616617407763565;
10/07/2008;     12,17;          1,00045584;       1,3622824406642720;
11/07/2008;     12,17;          1,00045584;       1,3629034234920244;
14/07/2008;     12,17;          1,00045584;       1,3635246893885890;
15/07/2008;     12,17;          1,00045584;       1,3641462384829999;
16/07/2008;     12,17;          1,00045584;       1,3647680709043500;
17/07/2008;     12,17;          1,00045584;       1,3653901867817910;
18/07/2008;     12,17;          1,00045584;       1,3660125862445336;
21/07/2008;     12,17;          1,00045584;       1,3666352694218473;
22/07/2008;     12,17;          1,00045584;       1,3672582364430606;
23/07/2008;     12,16;          1,00045549;       1,3678810088971780;
24/07/2008;     12,91;          1,00048194;       1,3685402454706059;
25/07/2008;     12,92;          1,00048230;       1,3692002924309964;
28/07/2008;     12,92;          1,00048230;       1,3698606577320359;
29/07/2008;     12,92;          1,00048230;       1,3705213415272600;
30/07/2008;     12,92;          1,00048230;       1,3711823439702786;
31/07/2008;     12,92;          1,00048230;       1,3718436652147755;
01/08/2008;     12,92;          1,00048230;       1,3725053054145086;
04/08/2008;     12,92;          1,00048230;       1,3731672647233100;
05/08/2008;     12,92;          1,00048230;       1,3738295432950861;
06/08/2008;     12,92;          1,00048230;       1,3744921412838173;
07/08/2008;     12,92;          1,00048230;       1,3751550588435585;
08/08/2008;     12,92;          1,00048230;       1,3758182961284387;
11/08/2008;     12,92;          1,00048230;       1,3764818532926615;
12/08/2008;     12,91;          1,00048194;       1,3771452349570373;
13/08/2008;     12,91;          1,00048194;       1,3778089363315725;
14/08/2008;     12,92;          1,00048230;       1,3784734535815652;
15/08/2008;     12,92;          1,00048230;       1,3791382913282276;
18/08/2008;     12,92;          1,00048230;       1,3798034497261352;
19/08/2008;     12,92;          1,00048230;       1,3804689289299381;
20/08/2008;     12,92;          1,00048230;       1,3811347290943610;
21/08/2008;     12,92;          1,00048230;       1,3818008503742033;
22/08/2008;     12,92;          1,00048230;       1,3824672929243387;
25/08/2008;     12,92;          1,00048230;       1,3831340568997161;
26/08/2008;     12,92;          1,00048230;       1,3838011424553589;
27/08/2008;     12,92;          1,00048230;       1,3844685497463651;
28/08/2008;     12,92;          1,00048230;       1,3851362789279078;
29/08/2008;     12,92;          1,00048230;       1,3858043301552347;
01/09/2008;     12,91;          1,00048194;       1,3864722046941097;
02/09/2008;     12,92;          1,00048230;       1,3871409002384337;
03/09/2008;     12,92;          1,00048230;       1,3878099182946187;
04/09/2008;     12,92;          1,00048230;       1,3884792590182122;
05/09/2008;     12,92;          1,00048230;       1,3891489225648367;
08/09/2008;     12,91;          1,00048194;       1,3898184089965776;
09/09/2008;     12,92;          1,00048230;       1,3904887184152366;
10/09/2008;     12,92;          1,00048230;       1,3911593511241283;
11/09/2008;     13,66;          1,00050823;       1,3918663800411501;
12/09/2008;     13,66;          1,00050823;       1,3925737682914784;
15/09/2008;     13,66;          1,00050823;       1,3932815160577372;
16/09/2008;     13,66;          1,00050823;       1,3939896235226432;
17/09/2008;     13,66;          1,00050823;       1,3946980908690061;
18/09/2008;     13,66;          1,00050823;       1,3954069182797285;
19/09/2008;     13,66;          1,00050823;       1,3961161059378058;
22/09/2008;     13,66;          1,00050823;       1,3968256540263265;
23/09/2008;     13,66;          1,00050823;       1,3975355627284723;
24/09/2008;     13,66;          1,00050823;       1,3982458322275178;
25/09/2008;     13,66;          1,00050823;       1,3989564627068308;
26/09/2008;     13,66;          1,00050823;       1,3996674543498723;
29/09/2008;     13,67;          1,00050858;       1,4003792972238056;
30/09/2008;     13,66;          1,00050823;       1,4010910119940336;
01/10/2008;     13,66;          1,00050823;       1,4018030884790594;
02/10/2008;     13,67;          1,00050858;       1,4025160174937980;
03/10/2008;     13,67;          1,00050858;       1,4032293090899750;
06/10/2008;     13,67;          1,00050858;       1,4039429634519920;
07/10/2008;     13,67;          1,00050858;       1,4046569807643444;
08/10/2008;     13,67;          1,00050858;       1,4053713612116216;
09/10/2008;     13,67;          1,00050858;       1,4060861049785066;
10/10/2008;     13,67;          1,00050858;       1,4068012122497765;
13/10/2008;     13,67;          1,00050858;       1,4075166832103025;
14/10/2008;     13,67;          1,00050858;       1,4082325180450496;
15/10/2008;     13,67;          1,00050858;       1,4089487169390770;
16/10/2008;     13,66;          1,00050823;       1,4096647869454869;
17/10/2008;     13,66;          1,00050823;       1,4103812208801562;
20/10/2008;     13,66;          1,00050823;       1,4110980189280442;
21/10/2008;     13,66;          1,00050823;       1,4118151812742040;
22/10/2008;     13,66;          1,00050823;       1,4125327081037829;
23/10/2008;     13,66;          1,00050823;       1,4132505996020225;
24/10/2008;     13,66;          1,00050823;       1,4139688559542583;
27/10/2008;     13,66;          1,00050823;       1,4146874773459199;
28/10/2008;     13,66;          1,00050823;       1,4154064639625314;
29/10/2008;     13,67;          1,00050858;       1,4161263113819735;
30/10/2008;     13,67;          1,00050858;       1,4168465249014161;
31/10/2008;     13,65;          1,00050788;       1,4175661129144830;
03/11/2008;     13,65;          1,00050788;       1,4182860663919101;
04/11/2008;     13,65;          1,00050788;       1,4190063855193092;
05/11/2008;     13,65;          1,00050788;       1,4197270704823867;
06/11/2008;     13,65;          1,00050788;       1,4204481214669433;
07/11/2008;     13,64;          1,00050753;       1,4211690415020314;
10/11/2008;     13,64;          1,00050753;       1,4218903274256650;
11/11/2008;     13,64;          1,00050753;       1,4226119794235433;
12/11/2008;     13,64;          1,00050753;       1,4233339976814601;
13/11/2008;     13,64;          1,00050753;       1,4240563823853034;
14/11/2008;     13,63;          1,00050718;       1,4247786353013216;
17/11/2008;     13,63;          1,00050718;       1,4255012545295737;
18/11/2008;     13,63;          1,00050718;       1,4262242402558460;
19/11/2008;     13,64;          1,00050753;       1,4269480918445031;
20/11/2008;     13,63;          1,00050718;       1,4276718113777248;
21/11/2008;     13,63;          1,00050718;       1,4283958979670193;
24/11/2008;     13,64;          1,00050753;       1,4291208517371145;
25/11/2008;     13,64;          1,00050753;       1,4298461734429967;
26/11/2008;     13,64;          1,00050753;       1,4305718632714042;
27/11/2008;     13,64;          1,00050753;       1,4312979214091703;
28/11/2008;     13,65;          1,00050788;       1,4320248489974956;
01/12/2008;     13,65;          1,00050788;       1,4327521457778045;
02/12/2008;     13,66;          1,00050823;       1,4334803134008531;
03/12/2008;     13,66;          1,00050823;       1,4342088511005328;
04/12/2008;     13,66;          1,00050823;       1,4349377590649277;
05/12/2008;     13,66;          1,00050823;       1,4356670374822172;
08/12/2008;     13,66;          1,00050823;       1,4363966865406768;
09/12/2008;     13,66;          1,00050823;       1,4371267064286774;
10/12/2008;     13,66;          1,00050823;       1,4378570973346856;
11/12/2008;     13,66;          1,00050823;       1,4385878594472640;
12/12/2008;     13,66;          1,00050823;       1,4393189929550709;
15/12/2008;     13,66;          1,00050823;       1,4400504980468605;
16/12/2008;     13,66;          1,00050823;       1,4407823749114828;
17/12/2008;     13,66;          1,00050823;       1,4415146237378841;
18/12/2008;     13,66;          1,00050823;       1,4422472447151064;
19/12/2008;     13,66;          1,00050823;       1,4429802380322880;
22/12/2008;     13,66;          1,00050823;       1,4437136038786631;
23/12/2008;     13,66;          1,00050823;       1,4444473424435624;
24/12/2008;     13,66;          1,00050823;       1,4451814539164124;
26/12/2008;     13,66;          1,00050823;       1,4459159384867364;
29/12/2008;     13,66;          1,00050823;       1,4466507963441535;
30/12/2008;     13,66;          1,00050823;       1,4473860276783795;
31/12/2008;     13,67;          1,00050858;       1,4481221392643362;
02/01/2009;     13,67;          1,00050858;       1,4488586252219232;
05/01/2009;     13,66;          1,00050823;       1,4495949786410198;
06/01/2009;     13,66;          1,00050823;       1,4503317062970145;
07/01/2009;     13,66;          1,00050823;       1,4510688083801058;
08/01/2009;     13,66;          1,00050823;       1,4518062850805888;
09/01/2009;     13,66;          1,00050823;       1,4525441365888553;
12/01/2009;     13,66;          1,00050823;       1,4532823630953939;
13/01/2009;     13,66;          1,00050823;       1,4540209647907899;
14/01/2009;     13,66;          1,00050823;       1,4547599418657255;
15/01/2009;     13,66;          1,00050823;       1,4554992945109799;
16/01/2009;     13,66;          1,00050823;       1,4562390229174292;
19/01/2009;     13,66;          1,00050823;       1,4569791272760465;
20/01/2009;     13,65;          1,00050788;       1,4577190978352075;
21/01/2009;     13,65;          1,00050788;       1,4584594442106161;
22/01/2009;     12,65;          1,00047279;       1,4591489892512444;
23/01/2009;     12,66;          1,00047314;       1,4598393710040187;
26/01/2009;     12,65;          1,00047279;       1,4605295684602357;
27/01/2009;     12,66;          1,00047314;       1,4612206034202570;
28/01/2009;     12,66;          1,00047314;       1,4619119653365592;
29/01/2009;     12,66;          1,00047314;       1,4626036543638386;
30/01/2009;     12,66;          1,00047314;       1,4632956706568643;
02/02/2009;     12,66;          1,00047314;       1,4639880143704789;
03/02/2009;     12,66;          1,00047314;       1,4646806856595981;
04/02/2009;     12,66;          1,00047314;       1,4653736846792111;
05/02/2009;     12,66;          1,00047314;       1,4660670115843802;
06/02/2009;     12,66;          1,00047314;       1,4667606665302413;
09/02/2009;     12,66;          1,00047314;       1,4674546496720034;
10/02/2009;     12,66;          1,00047314;       1,4681489611649492;
11/02/2009;     12,66;          1,00047314;       1,4688436011644348;
12/02/2009;     12,66;          1,00047314;       1,4695385698258897;
13/02/2009;     12,66;          1,00047314;       1,4702338673048171;
16/02/2009;     12,66;          1,00047314;       1,4709294937567937;
17/02/2009;     12,66;          1,00047314;       1,4716254493374698;
18/02/2009;     12,66;          1,00047314;       1,4723217342025694;
19/02/2009;     12,66;          1,00047314;       1,4730183485078900;
20/02/2009;     12,66;          1,00047314;       1,4737152924093030;
25/02/2009;     12,66;          1,00047314;       1,4744125660627535;
26/02/2009;     12,66;          1,00047314;       1,4751101696242605;
27/02/2009;     12,66;          1,00047314;       1,4758081032499165;
02/03/2009;     12,66;          1,00047314;       1,4765063670958882;
03/03/2009;     12,66;          1,00047314;       1,4772049613184159;
04/03/2009;     12,66;          1,00047314;       1,4779038860738141;
05/03/2009;     12,66;          1,00047314;       1,4786031415184711;
06/03/2009;     12,66;          1,00047314;       1,4793027278088491;
09/03/2009;     12,66;          1,00047314;       1,4800026451014846;
10/03/2009;     12,66;          1,00047314;       1,4807028935529879;
11/03/2009;     12,66;          1,00047314;       1,4814034733200436;
12/03/2009;     11,16;          1,00041993;       1,4820255590805949;
13/03/2009;     11,16;          1,00041993;       1,4826479060736196;
16/03/2009;     11,16;          1,00041993;       1,4832705144088171;
17/03/2009;     11,16;          1,00041993;       1,4838933841959328;
18/03/2009;     11,16;          1,00041993;       1,4845165155447582;
19/03/2009;     11,16;          1,00041993;       1,4851399085651309;
20/03/2009;     11,16;          1,00041993;       1,4857635633669346;
23/03/2009;     11,16;          1,00041993;       1,4863874800600993;
24/03/2009;     11,16;          1,00041993;       1,4870116587546009;
25/03/2009;     11,16;          1,00041993;       1,4876360995604618;
26/03/2009;     11,16;          1,00041993;       1,4882608025877502;
27/03/2009;     11,16;          1,00041993;       1,4888857679465809;
30/03/2009;     11,16;          1,00041993;       1,4895109957471147;
31/03/2009;     11,16;          1,00041993;       1,4901364860995587;
01/04/2009;     11,16;          1,00041993;       1,4907622391141665;
02/04/2009;     11,16;          1,00041993;       1,4913882549012377;
03/04/2009;     11,16;          1,00041993;       1,4920145335711184;
06/04/2009;     11,16;          1,00041993;       1,4926410752342009;
07/04/2009;     11,16;          1,00041993;       1,4932678800009240;
08/04/2009;     11,16;          1,00041993;       1,4938949479817728;
09/04/2009;     11,16;          1,00041993;       1,4945222792872788;
13/04/2009;     11,16;          1,00041993;       1,4951498740280199;
14/04/2009;     11,16;          1,00041993;       1,4957777323146205;
15/04/2009;     11,16;          1,00041993;       1,4964058542577514;
16/04/2009;     11,16;          1,00041993;       1,4970342399681298;
17/04/2009;     11,16;          1,00041993;       1,4976628895565197;
20/04/2009;     11,16;          1,00041993;       1,4982918031337311;
22/04/2009;     11,16;          1,00041993;       1,4989209808106211;
23/04/2009;     11,16;          1,00041993;       1,4995504226980929;
24/04/2009;     11,16;          1,00041993;       1,5001801289070965;
27/04/2009;     11,16;          1,00041993;       1,5008100995486284;
28/04/2009;     11,16;          1,00041993;       1,5014403347337319;
29/04/2009;     11,15;          1,00041957;       1,5020702940549761;
30/04/2009;     10,16;          1,00038406;       1,5026471791721109;
04/05/2009;     10,16;          1,00038406;       1,5032242858477437;
05/05/2009;     10,16;          1,00038406;       1,5038016141669664;
06/05/2009;     10,16;          1,00038406;       1,5043791642149034;
07/05/2009;     10,16;          1,00038406;       1,5049569360767118;
08/05/2009;     10,16;          1,00038406;       1,5055349298375814;
11/05/2009;     10,16;          1,00038406;       1,5061131455827348;
12/05/2009;     10,15;          1,00038370;       1,5066910411966949;
13/05/2009;     10,16;          1,00038406;       1,5072697009579769;
14/05/2009;     10,16;          1,00038406;       1,5078485829593268;
15/05/2009;     10,16;          1,00038406;       1,5084276872860982;
18/05/2009;     10,16;          1,00038406;       1,5090070140236773;
19/05/2009;     10,16;          1,00038406;       1,5095865632574832;
20/05/2009;     10,16;          1,00038406;       1,5101663350729679;
21/05/2009;     10,16;          1,00038406;       1,5107463295556160;
22/05/2009;     10,16;          1,00038406;       1,5113265467909451;
25/05/2009;     10,16;          1,00038406;       1,5119069868645057;
26/05/2009;     10,16;          1,00038406;       1,5124876498618808;
27/05/2009;     10,16;          1,00038406;       1,5130685358686868;
28/05/2009;     10,16;          1,00038406;       1,5136496449705725;
29/05/2009;     10,16;          1,00038406;       1,5142309772532199;
01/06/2009;     10,16;          1,00038406;       1,5148125328023438;
02/06/2009;     10,16;          1,00038406;       1,5153943117036919;
03/06/2009;     10,16;          1,00038406;       1,5159763140430448;
04/06/2009;     10,16;          1,00038406;       1,5165585399062162;
05/06/2009;     10,16;          1,00038406;       1,5171409893790525;
08/06/2009;     10,16;          1,00038406;       1,5177236625474335;
09/06/2009;     10,16;          1,00038406;       1,5183065594972714;
10/06/2009;     10,15;          1,00038370;       1,5188891337241505;
12/06/2009;      9,16;          1,00034786;       1,5194174944982078;
15/06/2009;      9,16;          1,00034786;       1,5199460390678440;
16/06/2009;      9,16;          1,00034786;       1,5204747674969941;
17/06/2009;      9,16;          1,00034786;       1,5210036798496156;
18/06/2009;      9,16;          1,00034786;       1,5215327761896881;
19/06/2009;      9,16;          1,00034786;       1,5220620565812134;
22/06/2009;      9,16;          1,00034786;       1,5225915210882158;
23/06/2009;      9,16;          1,00034786;       1,5231211697747415;
24/06/2009;      9,16;          1,00034786;       1,5236510027048594;
25/06/2009;      9,16;          1,00034786;       1,5241810199426603;
26/06/2009;      9,16;          1,00034786;       1,5247112215522575;
29/06/2009;      9,16;          1,00034786;       1,5252416075977867;
30/06/2009;      9,16;          1,00034786;       1,5257721781434057;
01/07/2009;      9,16;          1,00034786;       1,5263029332532946;
02/07/2009;      9,16;          1,00034786;       1,5268338729916561;
03/07/2009;      9,16;          1,00034786;       1,5273649974227150;
06/07/2009;      9,16;          1,00034786;       1,5278963066107185;
07/07/2009;      9,16;          1,00034786;       1,5284278006199361;
08/07/2009;      9,16;          1,00034786;       1,5289594795146597;
09/07/2009;      9,16;          1,00034786;       1,5294913433592037;
10/07/2009;      9,16;          1,00034786;       1,5300233922179046;
13/07/2009;      9,16;          1,00034786;       1,5305556261551215;
14/07/2009;      9,16;          1,00034786;       1,5310880452352359;
15/07/2009;      9,16;          1,00034786;       1,5316206495226514;
16/07/2009;      9,16;          1,00034786;       1,5321534390817943;
17/07/2009;      9,16;          1,00034786;       1,5326864139771133;
20/07/2009;      9,16;          1,00034786;       1,5332195742730794;
21/07/2009;      9,16;          1,00034786;       1,5337529200341860;
22/07/2009;      9,15;          1,00034749;       1,5342858838363687;
23/07/2009;      8,66;          1,00032963;       1,5347916304922577;
24/07/2009;      8,66;          1,00032963;       1,5352975438574169;
27/07/2009;      8,66;          1,00032963;       1,5358036239867986;
28/07/2009;      8,65;          1,00032927;       1,5363093180460687;
29/07/2009;      8,66;          1,00032963;       1,5368157316865762;
30/07/2009;      8,65;          1,00032927;       1,5373217590025487;
31/07/2009;      8,65;          1,00032927;       1,5378279529381355;
03/08/2009;      8,65;          1,00032927;       1,5383343135481994;
04/08/2009;      8,65;          1,00032927;       1,5388408408876214;
05/08/2009;      8,65;          1,00032927;       1,5393475350113005;
06/08/2009;      8,65;          1,00032927;       1,5398543959741536;
07/08/2009;      8,65;          1,00032927;       1,5403614238311161;
10/08/2009;      8,65;          1,00032927;       1,5408686186371409;
11/08/2009;      8,65;          1,00032927;       1,5413759804471996;
12/08/2009;      8,65;          1,00032927;       1,5418835093162814;
13/08/2009;      8,65;          1,00032927;       1,5423912052993940;
14/08/2009;      8,65;          1,00032927;       1,5428990684515629;
17/08/2009;      8,65;          1,00032927;       1,5434070988278320;
18/08/2009;      8,65;          1,00032927;       1,5439152964832630;
19/08/2009;      8,65;          1,00032927;       1,5444236614729361;
20/08/2009;      8,65;          1,00032927;       1,5449321938519493;
21/08/2009;      8,65;          1,00032927;       1,5454408936754189;
24/08/2009;      8,65;          1,00032927;       1,5459497609984794;
25/08/2009;      8,65;          1,00032927;       1,5464587958762834;
26/08/2009;      8,65;          1,00032927;       1,5469679983640015;
27/08/2009;      8,65;          1,00032927;       1,5474773685168229;
28/08/2009;      8,65;          1,00032927;       1,5479869063899544;
31/08/2009;      8,65;          1,00032927;       1,5484966120386214;
